,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
73,2021-04-30,39471.34313689247,38098.80572276966,41027.29895599113,39471.34313689247,39471.34313689247,61.64414937375734,61.64414937375734,61.64414937375734,61.64414937375734,61.64414937375734,61.64414937375734,0.0,0.0,0.0,39532.98728626623
74,2021-05-31,41343.51779513615,39031.496653421236,42062.74703816381,41343.51779513615,41343.51779513615,-705.172153921442,-705.172153921442,-705.172153921442,-705.172153921442,-705.172153921442,-705.172153921442,0.0,0.0,0.0,40638.345641214706
75,2021-06-30,43156.332322367,41704.24007894065,44764.58247658175,43156.332322367,43156.332322367,108.06677417354612,108.06677417354612,108.06677417354612,108.06677417354612,108.06677417354612,108.06677417354612,0.0,0.0,0.0,43264.39909654055
76,2021-07-31,45029.57400050556,44680.70196350846,47655.21040607361,45029.57400050556,45029.57400050556,1076.381839121188,1076.381839121188,1076.381839121188,1076.381839121188,1076.381839121188,1076.381839121188,0.0,0.0,0.0,46105.95583962675
77,2021-08-31,46902.815678644125,45354.37501525878,48285.67834358107,46902.815678644125,46902.815678644125,-161.6787944775065,-161.6787944775065,-161.6787944775065,-161.6787944775065,-161.6787944775065,-161.6787944775065,0.0,0.0,0.0,46741.13688416662
78,2021-09-30,48715.63020587498,47069.24970413445,50103.717377748624,48715.63020587498,48715.63020587498,-166.1802173970658,-166.1802173970658,-166.1802173970658,-166.1802173970658,-166.1802173970658,-166.1802173970658,0.0,0.0,0.0,48549.449988477914
79,2021-10-31,50588.87188401354,48682.89765791138,51714.472694785225,50588.87188401354,50588.87188401354,-410.04678702896126,-410.04678702896126,-410.04678702896126,-410.04678702896126,-410.04678702896126,-410.04678702896126,0.0,0.0,0.0,50178.82509698458
80,2021-11-30,52401.68641124442,50318.75893151701,53283.83673267784,52401.68641124442,52401.68641124442,-545.2149994335624,-545.2149994335624,-545.2149994335624,-545.2149994335624,-545.2149994335624,-545.2149994335624,0.0,0.0,0.0,51856.47141181085
81,2021-12-31,54274.92808938298,52928.25242505454,55924.766587174054,54274.92808938298,54274.92808938298,167.6588648682674,167.6588648682674,167.6588648682674,167.6588648682674,167.6588648682674,167.6588648682674,0.0,0.0,0.0,54442.586954251245
82,2022-01-31,56148.16976752154,55232.07836886183,58078.59203295809,56148.16976752154,56148.16976752154,443.9000182012793,443.9000182012793,443.9000182012793,443.9000182012793,443.9000182012793,443.9000182012793,0.0,0.0,0.0,56592.06978572282
83,2022-02-28,57840.129992937,55451.36267547882,58405.84868033571,57840.129992937,57840.129992937,-874.6504677900713,-874.6504677900713,-874.6504677900713,-874.6504677900713,-874.6504677900713,-874.6504677900713,0.0,0.0,0.0,56965.479525146926
84,2022-03-31,59713.371671075576,58689.45503586698,61728.62231481023,59713.371671075576,59713.371671075576,425.4585824311973,425.4585824311973,425.4585824311973,425.4585824311973,425.4585824311973,425.4585824311973,0.0,0.0,0.0,60138.83025350677
85,2022-04-30,61526.18619830643,60208.187881087135,63186.12238465309,61526.18619830643,61526.18619830643,147.05111821320057,147.05111821320057,147.05111821320057,147.05111821320057,147.05111821320057,147.05111821320057,0.0,0.0,0.0,61673.23731651963
86,2022-05-31,63399.42787644499,61379.31556111248,64416.39191298074,63399.42787644499,63399.42787644499,-521.1909570431002,-521.1909570431002,-521.1909570431002,-521.1909570431002,-521.1909570431002,-521.1909570431002,0.0,0.0,0.0,62878.23691940189
87,2022-06-30,65212.24240367585,63527.52671378496,66519.82033075855,65212.24240367585,65212.24240367585,-151.90852588304398,-151.90852588304398,-151.90852588304398,-151.90852588304398,-151.90852588304398,-151.90852588304398,0.0,0.0,0.0,65060.33387779281
88,2022-07-31,67085.48408181441,66526.8953910946,69550.53760023507,67085.48408181441,67085.48408181441,944.7526698150274,944.7526698150274,944.7526698150274,944.7526698150274,944.7526698150274,944.7526698150274,0.0,0.0,0.0,68030.23675162945
89,2022-08-31,68958.72575995297,67323.37480638467,70162.79647627268,68958.72575995297,68958.72575995297,-185.47329645262403,-185.47329645262403,-185.47329645262403,-185.47329645262403,-185.47329645262403,-185.47329645262403,0.0,0.0,0.0,68773.25246350035
90,2022-09-30,70771.54028718386,69332.78459555647,72293.8593465517,70771.54028718386,70771.54028718386,40.65574208187035,40.65574208187035,40.65574208187035,40.65574208187035,40.65574208187035,40.65574208187035,0.0,0.0,0.0,70812.19602926573
91,2022-10-31,72644.78196532239,70762.60556822937,73618.21526319471,72644.78196532239,72644.78196532239,-486.7618912149318,-486.7618912149318,-486.7618912149318,-486.7618912149318,-486.7618912149318,-486.7618912149318,0.0,0.0,0.0,72158.02007410745
92,2022-11-30,74457.59649255326,72416.72932663719,75316.87408001255,74457.59649255326,74457.59649255326,-544.9706131929916,-544.9706131929916,-544.9706131929916,-544.9706131929916,-544.9706131929916,-544.9706131929916,0.0,0.0,0.0,73912.62587936028
93,2022-12-31,76330.83817069183,75350.87939441805,78219.9754507308,76330.83817069183,76330.83817069183,448.77079118478747,448.77079118478747,448.77079118478747,448.77079118478747,448.77079118478747,448.77079118478747,0.0,0.0,0.0,76779.60896187661
94,2023-01-31,78204.07984883038,76965.98437515656,79966.90536273475,78196.88141575143,78211.03458273615,243.5195224791718,243.5195224791718,243.5195224791718,243.5195224791718,243.5195224791718,243.5195224791718,0.0,0.0,0.0,78447.59937130955
95,2023-02-28,79896.04007424584,77303.55542036064,80169.9943671971,79854.85718515233,79939.3360434381,-1193.9749941506009,-1193.9749941506009,-1193.9749941506009,-1193.9749941506009,-1193.9749941506009,-1193.9749941506009,0.0,0.0,0.0,78702.06508009524
96,2023-03-31,81769.28175238441,81098.04863338204,83955.02834599698,81670.04772041876,81870.01742980031,756.3482673984286,756.3482673984286,756.3482673984286,756.3482673984286,756.3482673984286,756.3482673984286,0.0,0.0,0.0,82525.63001978284
97,2023-04-30,83582.09627961532,82389.51365882269,85314.17391751273,83406.97436258383,83767.55676880194,230.3981320949213,230.3981320949213,230.3981320949213,230.3981320949213,230.3981320949213,230.3981320949213,0.0,0.0,0.0,83812.49441171024
98,2023-05-31,85455.33795775384,83555.18833439438,86678.44491107362,85206.18959435947,85729.50835265983,-343.5651598031418,-343.5651598031418,-343.5651598031418,-343.5651598031418,-343.5651598031418,-343.5651598031418,0.0,0.0,0.0,85111.7727979507
99,2023-06-30,87268.15248498472,85369.38316505704,88315.53169434433,86924.5858813596,87634.4812373034,-416.6775021918283,-416.6775021918283,-416.6775021918283,-416.6775021918283,-416.6775021918283,-416.6775021918283,0.0,0.0,0.0,86851.47498279289
100,2023-07-31,89141.39416312327,88451.35900748658,91607.94754060791,88692.9116276652,89598.41793614712,815.9674739613276,815.9674739613276,815.9674739613276,815.9674739613276,815.9674739613276,815.9674739613276,0.0,0.0,0.0,89957.3616370846
101,2023-08-31,91014.63584126184,89239.7997295494,92389.85915039608,90450.22212094508,91588.24217503157,-203.40526913474622,-203.40526913474622,-203.40526913474622,-203.40526913474622,-203.40526913474622,-203.40526913474622,0.0,0.0,0.0,90811.2305721271
102,2023-09-30,92827.45036849267,91387.76436796444,94752.86875745433,92157.79138018077,93512.73869231371,247.88273772969615,247.88273772969615,247.88273772969615,247.88273772969615,247.88273772969615,247.88273772969615,0.0,0.0,0.0,93075.33310622237
103,2023-10-31,94700.69204663124,92439.63149881152,95846.56183138034,93903.62553776728,95521.60546611731,-565.074337923024,-565.074337923024,-565.074337923024,-565.074337923024,-565.074337923024,-565.074337923024,0.0,0.0,0.0,94135.61770870822
104,2023-11-30,96513.50657386215,94128.29195001056,97741.05672440426,95592.28941533834,97459.0860944934,-542.16968654796,-542.16968654796,-542.16968654796,-542.16968654796,-542.16968654796,-542.16968654796,0.0,0.0,0.0,95971.33688731419
105,2023-12-31,98386.74825200067,97244.84825639639,100987.23112162716,97291.52414136026,99479.00215005403,724.9628334208558,724.9628334208558,724.9628334208558,724.9628334208558,724.9628334208558,724.9628334208558,0.0,0.0,0.0,99111.71108542153
106,2024-01-31,100259.98993013924,98498.87027024006,102201.40772886935,99023.04592491077,101489.10015438164,35.049586659940566,35.049586659940566,35.049586659940566,35.049586659940566,35.049586659940566,35.049586659940566,0.0,0.0,0.0,100295.03951679918
107,2024-02-29,102012.37730646238,99621.58069384313,103836.1405400643,100637.07862334666,103435.01184402294,-210.1036660187321,-210.1036660187321,-210.1036660187321,-210.1036660187321,-210.1036660187321,-210.1036660187321,0.0,0.0,0.0,101802.27364044364
108,2024-03-31,103885.61898460098,101416.5218492379,105792.21761068491,102311.98436654714,105464.13589651967,-213.7476175638579,-213.7476175638579,-213.7476175638579,-213.7476175638579,-213.7476175638579,-213.7476175638579,0.0,0.0,0.0,103671.87136703712
109,2024-04-30,105698.43351183186,103405.18343774068,108032.08343961819,103985.56804253453,107457.92691669812,-25.578891053075843,-25.578891053075843,-25.578891053075843,-25.578891053075843,-25.578891053075843,-25.578891053075843,0.0,0.0,0.0,105672.85462077877
110,2024-05-31,107571.67518997038,104290.4833941555,108932.86937782013,105668.01754394734,109504.54244394327,-895.3197534063335,-895.3197534063335,-895.3197534063335,-895.3197534063335,-895.3197534063335,-895.3197534063335,0.0,0.0,0.0,106676.35543656404
111,2024-06-30,109384.48971720126,107195.59525508601,112268.05192204744,107294.94591252702,111486.03431246238,362.950050576291,362.950050576291,362.950050576291,362.950050576291,362.950050576291,362.950050576291,0.0,0.0,0.0,109747.43976777754
112,2024-07-31,111257.73139533983,109791.45802507251,115255.89585597154,108877.7180607153,113529.96914550701,1210.6134272481406,1210.6134272481406,1210.6134272481406,1210.6134272481406,1210.6134272481406,1210.6134272481406,0.0,0.0,0.0,112468.34482258797
113,2024-08-31,113130.97307347838,110131.10418626522,115924.11683734805,110558.87331819716,115602.32570139143,-132.05612404416829,-132.05612404416829,-132.05612404416829,-132.05612404416829,-132.05612404416829,-132.05612404416829,0.0,0.0,0.0,112998.9169494342
114,2024-09-30,114943.78760070923,111514.65886031969,117604.87754342837,112221.2328634385,117603.93299920004,-372.4051116628246,-372.4051116628246,-372.4051116628246,-372.4051116628246,-372.4051116628246,-372.4051116628246,0.0,0.0,0.0,114571.3824890464
115,2024-10-31,116817.02927884783,113282.27502370549,119646.69812564967,113883.21670686449,119718.0196663349,-334.9457738103821,-334.9457738103821,-334.9457738103821,-334.9457738103821,-334.9457738103821,-334.9457738103821,0.0,0.0,0.0,116482.08350503744
116,2024-11-30,118629.84380607869,114448.06490738512,121618.58974389236,115471.3114127554,121700.44079509123,-542.830828824258,-542.830828824258,-542.830828824258,-542.830828824258,-542.830828824258,-542.830828824258,0.0,0.0,0.0,118087.01297725443
117,2024-12-31,120503.08548421721,116620.69447471712,124083.95300171859,117126.87402015144,123771.69453236251,-118.1093850932297,-118.1093850932297,-118.1093850932297,-118.1093850932297,-118.1093850932297,-118.1093850932297,0.0,0.0,0.0,120384.97609912399
