,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
118,2025-01-31,122376.32716235581,119016.87218938077,126878.03473792278,118804.12781286993,125832.50919828351,635.933252994501,635.933252994501,635.933252994501,635.933252994501,635.933252994501,635.933252994501,0.0,0.0,0.0,123012.2604153503
119,2025-02-28,124068.28738777127,119357.10005811733,127471.17842265267,120234.5796172724,127799.79559251644,-546.575163146494,-546.575163146494,-546.575163146494,-546.575163146494,-546.575163146494,-546.575163146494,0.0,0.0,0.0,123521.71222462477
120,2025-03-31,125941.52906590984,121507.18809968846,130118.43118451547,121853.37287994359,129965.43564467275,101.98728289064884,101.98728289064884,101.98728289064884,101.98728289064884,101.98728289064884,101.98728289064884,0.0,0.0,0.0,126043.51634880049
121,2025-04-30,127754.34359314071,123222.82176486231,132163.82940365045,123400.63207805352,131991.4711842679,61.64414937571159,61.64414937571159,61.64414937571159,61.64414937571159,61.64414937571159,61.64414937571159,0.0,0.0,0.0,127815.98774251643
122,2025-05-31,129627.58527127924,124010.22408405213,133705.38919202186,124940.28782924043,134127.1019784736,-705.1721539206364,-705.1721539206364,-705.1721539206364,-705.1721539206364,-705.1721539206364,-705.1721539206364,0.0,0.0,0.0,128922.4131173586
123,2025-06-30,131440.3997985101,126169.1875435363,136424.58299899628,126463.76772914523,136212.2754375742,108.06677417303479,108.06677417303479,108.06677417303479,108.06677417303479,108.06677417303479,108.06677417303479,0.0,0.0,0.0,131548.46657268313
124,2025-07-31,133313.64147664869,129037.78200483725,139859.54889434646,128117.7053228872,138266.3314880398,1076.3818391218206,1076.3818391218206,1076.3818391218206,1076.3818391218206,1076.3818391218206,1076.3818391218206,0.0,0.0,0.0,134390.0233157705
125,2025-08-31,135186.88315478724,129312.79225942545,140434.33422431242,129798.99168215085,140426.3970070936,-161.678794479065,-161.678794479065,-161.678794479065,-161.678794479065,-161.678794479065,-161.678794479065,0.0,0.0,0.0,135025.20436030818
126,2025-09-30,136999.6976820181,130947.76155983249,142658.48216796573,131361.9923996924,142552.3443461832,-166.1802173962681,-166.1802173962681,-166.1802173962681,-166.1802173962681,-166.1802173962681,-166.1802173962681,0.0,0.0,0.0,136833.51746462184
127,2025-10-31,138872.93936015666,132488.32374386062,144115.9702722581,132873.74618972643,144660.9031006741,-410.04678702970904,-410.04678702970904,-410.04678702970904,-410.04678702970904,-410.04678702970904,-410.04678702970904,0.0,0.0,0.0,138462.89257312694
128,2025-11-30,140685.75388738755,133711.8093876343,146425.05519942296,134340.8610239858,146786.8014135631,-545.2149994329606,-545.2149994329606,-545.2149994329606,-545.2149994329606,-545.2149994329606,-545.2149994329606,0.0,0.0,0.0,140140.53888795458
129,2025-12-31,142558.99556552607,136017.44715507716,149590.88289639735,135900.84169838138,148943.72214914474,167.6588648682651,167.6588648682651,167.6588648682651,167.6588648682651,167.6588648682651,167.6588648682651,0.0,0.0,0.0,142726.65443039432
130,2026-01-31,144432.23724366465,137614.660515158,151912.3629701792,137431.97411301764,151156.69888423584,443.9000182008788,443.9000182008788,443.9000182008788,443.9000182008788,443.9000182008788,443.9000182008788,0.0,0.0,0.0,144876.13726186554
131,2026-02-28,146124.19746908013,137632.34443387148,152305.36786675898,138848.66157829293,153234.9427790414,-874.650467785731,-874.650467785731,-874.650467785731,-874.650467785731,-874.650467785731,-874.650467785731,0.0,0.0,0.0,145249.54700129438
132,2026-03-31,147997.43914721868,140696.56442200087,155963.38772512297,140430.98745621913,155421.46091423297,425.4585824327573,425.4585824327573,425.4585824327573,425.4585824327573,425.4585824327573,425.4585824327573,0.0,0.0,0.0,148422.89772965145
133,2026-04-30,149810.25367444957,141855.00150894755,157979.77452727084,141862.3378496799,157549.69264085087,147.05111821212034,147.05111821212034,147.05111821212034,147.05111821212034,147.05111821212034,147.05111821212034,0.0,0.0,0.0,149957.3047926617
134,2026-05-31,151683.4953525881,142693.57277840792,159244.84121531105,143443.9221811852,159764.92085167294,-521.1909570413089,-521.1909570413089,-521.1909570413089,-521.1909570413089,-521.1909570413089,-521.1909570413089,0.0,0.0,0.0,151162.3043955468
135,2026-06-30,153496.30987981896,144514.16935002993,161697.21021540262,144987.5147916765,161983.0120121769,-151.90852588335107,-151.90852588335107,-151.90852588335107,-151.90852588335107,-151.90852588335107,-151.90852588335107,0.0,0.0,0.0,153344.40135393562
136,2026-07-31,155369.55155795757,147324.8009629202,164756.9957801011,146530.58536455216,164130.6397637923,944.752669813476,944.752669813476,944.752669813476,944.752669813476,944.752669813476,944.752669813476,0.0,0.0,0.0,156314.30422777106
137,2026-08-31,157242.7932360961,147955.58301043714,166141.85527029727,148026.04675189822,166364.8349249385,-185.47329645060432,-185.47329645060432,-185.47329645060432,-185.47329645060432,-185.47329645060432,-185.47329645060432,0.0,0.0,0.0,157057.3199396455
138,2026-09-30,159055.60776332696,149591.0088000898,168276.89391859793,149712.29124917396,168537.76569756045,40.65574208276269,40.65574208276269,40.65574208276269,40.65574208276269,40.65574208276269,40.65574208276269,0.0,0.0,0.0,159096.26350540973
139,2026-10-31,160928.8494414655,150667.835509528,170078.09198874226,151159.22831355737,170734.80660273155,-486.7618912140547,-486.7618912140547,-486.7618912140547,-486.7618912140547,-486.7618912140547,-486.7618912140547,0.0,0.0,0.0,160442.08755025145
140,2026-11-30,162741.6639686964,151870.19876624778,172399.675586773,152693.24905097394,172769.68889180952,-544.9706131920217,-544.9706131920217,-544.9706131920217,-544.9706131920217,-544.9706131920217,-544.9706131920217,0.0,0.0,0.0,162196.6933555044
141,2026-12-31,164614.90564683493,154650.4027312501,175003.65362164256,154159.84019776064,174914.92886617983,448.7707911868564,448.7707911868564,448.7707911868564,448.7707911868564,448.7707911868564,448.7707911868564,0.0,0.0,0.0,165063.6764380218
142,2027-01-31,166488.1473249735,155586.0405685626,177487.17103152344,155825.61007596704,177053.29674548676,243.51952247951593,243.51952247951593,243.51952247951593,243.51952247951593,243.51952247951593,243.51952247951593,0.0,0.0,0.0,166731.66684745302
143,2027-02-28,168180.107550389,155853.11780159135,178050.11716666183,157207.5676002581,179143.1133863118,-1193.9749941514792,-1193.9749941514792,-1193.9749941514792,-1193.9749941514792,-1193.9749941514792,-1193.9749941514792,0.0,0.0,0.0,166986.1325562375
144,2027-03-31,170053.34922852754,159103.98351245176,181977.79169843366,158654.8953780027,181326.86222821483,756.3482673956722,756.3482673956722,756.3482673956722,756.3482673956722,756.3482673956722,756.3482673956722,0.0,0.0,0.0,170809.6974959232
145,2027-04-30,171866.1637557584,159886.04223544238,183728.9057465576,159971.33898180997,183305.43993489924,230.39813209318362,230.39813209318362,230.39813209318362,230.39813209318362,230.39813209318362,230.39813209318362,0.0,0.0,0.0,172096.5618878516
146,2027-05-31,173739.40543389693,161166.1921597717,184901.75164569312,161529.91163043055,185513.0163329102,-343.5651598006521,-343.5651598006521,-343.5651598006521,-343.5651598006521,-343.5651598006521,-343.5651598006521,0.0,0.0,0.0,173395.84027409626
147,2027-06-30,175552.21996112782,162337.3228584347,187567.7471765519,163005.34641426674,187518.38244254404,-416.67750218808516,-416.67750218808516,-416.67750218808516,-416.67750218808516,-416.67750218808516,-416.67750218808516,0.0,0.0,0.0,175135.54245893974
148,2027-07-31,177425.4616392664,165156.7269437615,190980.8259743488,164509.10570379358,189884.07229492915,815.9674739600703,815.9674739600703,815.9674739600703,815.9674739600703,815.9674739600703,815.9674739600703,0.0,0.0,0.0,178241.42911322648
149,2027-08-31,179298.70331740493,165835.0766559064,192021.61641773145,165892.61752053924,191871.93320535056,-203.40526913261513,-203.40526913261513,-203.40526913261513,-203.40526913261513,-203.40526913261513,-203.40526913261513,0.0,0.0,0.0,179095.29804827232
150,2027-09-30,181111.51784463582,167489.0478123512,194633.0154418623,167362.35753736747,194284.2146507134,247.88273773086422,247.88273773086422,247.88273773086422,247.88273773086422,247.88273773086422,247.88273773086422,0.0,0.0,0.0,181359.40058236668
151,2027-10-31,182984.75952277437,168320.84533816602,196036.4321405258,168952.54451845546,196475.67201214796,-565.0743379206294,-565.0743379206294,-565.0743379206294,-565.0743379206294,-565.0743379206294,-565.0743379206294,0.0,0.0,0.0,182419.68518485373
152,2027-11-30,184797.57405000523,169889.03942870206,198019.27801012548,170312.56195930016,198499.54967709197,-542.169686548247,-542.169686548247,-542.169686548247,-542.169686548247,-542.169686548247,-542.169686548247,0.0,0.0,0.0,184255.404363457
153,2027-12-31,186670.81572814382,172622.35743452405,201445.6046465942,171712.43487003606,200854.38469941806,724.9628334201415,724.9628334201415,724.9628334201415,724.9628334201415,724.9628334201415,724.9628334201415,0.0,0.0,0.0,187395.77856156396
